CaseID,Q1,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q8,Q9A,Q9B,Q9C,Q9D,Q10A,Q10B,Q10C,Q10D,Q12,Q13,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q24A,Q25a,Q25b,Q25c,Q25d,Q25e,Q25f,Q25g,XPARTY7,PARTY_1,PARTY_1_Other,PARTY_2,PARTY_3,PARTY_4,TEAPARTY3,XIDEO,xspanish,xprimelan,PARENT,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,weight,duration
1007,2,3,1,1,1,3,3,3,3,3,3,3,3,3,3,-1,2,3,3,3,3,3,3,3,3,1,1,3,1,3,2,2,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,2,1,1,2,2,1,2,1,5,3, , , ,2, ,4,1,2,1,48,4,3,12,4,4,1,1,4,1,17,1,1,3,7,1,74,0,0,0,1,3,1,1,.8804,6
1008,2,3,2,3,3,1,1,3,3,3,1,1,2,2,1,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,2,2,1,2,1,5,5, , , ,2, ,4,1,5,0,68,6,4,10,3,1,1,1,2,1,14,1,1,1,2,1,23,0,0,0,0,2,5,0,.7613,19
1009,1,4,4,4,1,3,3,3,3,3,3,2,3,3,3,1,2,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,-1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,1,1,2,1,1,1,1,1,1,1,5,3, , , ,2, ,1,1,5,1,27,2,1,10,3,1,2,1,3,1,1,1,1,4,8,1,86,1,0,0,0,2,4,1,1.1419,7
1010,1,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,-1,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,1,1,6,2, , ,2, , ,3,1,5,0,80,7,4,10,3,2,1,1,2,1,15,1,1,3,5,1,52,0,0,0,0,2,5,0,1.36,9
1011,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,3,2,3,1,1,1,2,2,3,2,3,3,3,3,3,2,3,1,3,2,3,1,2,3,1,2,2,2,3,1, ,2,2,1,2,1,2,1,3,1,4,5, , , ,-1, ,4,1,5,0,63,5,4,9,2,1,2,1,1,3,6,2,1,1,2,2,23,0,0,0,0,1,6,0,.7447,22
1012,1,2,3,3,3,3,3,3,3,2,3,2,2,2,3,2,2,1,1,2,2,2,3,3,2,1,1,3,1,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,3,3,3,2,2,3,2,1,1,3,3,1,1,1,1,-1,1,2,1,7,2, , ,1, , ,3,1,5,0,64,5,4,9,2,1,2,1,2,1,12,1,1,2,3,1,31,0,0,0,0,2,5,1,.7094,6
1013,1,1,1,1,1,2,3,3,3,2,3,2,1,2,3,2,2,1,1,2,2,2,2,2,1,1,1,3,1,3,3,3,1,1,1,1,2,2,2,2,3,2,2,2,3,2,1,2,3,3,3,1,2,3,3,1,1, ,1,2,1,2,1,2,1,2,1,7,2, , ,1, , ,4,1,5,0,60,5,4,9,2,5,2,1,1,1,11,5,1,3,7,1,72,0,0,0,0,1,5,1,.3451,13
1014,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,-1,3,3,1,1,3,2,3,3,3,3,1,2,1,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,1,2,3,2,2,2,1,3,2,1,1,1,1,1,1,1,2,1, ,2, , ,3,6,1,5,0,75,7,4,9,2,1,1,0,2,1,13,1,1,1,2,1,23,0,0,0,0,2,1,0,.7978,6
1015,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,1,3,3,3,3,1,3,3,3,3,3,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,2,1,3,1,1,1,2,1,2,1,5,3, , , ,2, ,4,1,5,1,30,2,2,13,4,1,1,1,3,1,14,1,1,2,4,1,47,0,1,0,0,2,1,1,.9145,7
1016,2,4,4,4,4,3,-1,3,3,3,1,2,3,2,3,3,1,1,1,1,3,1,3,2,2,3,3,3,3,3,3,1,2,2,1,3,3,2,3,3,1,3,2,3,1,2,1,3,1,3,3,3,3,3,3,3,2,3,1,3,1,1,2,2,1,3,1,1,1, ,1, , ,1,7,1,1,0,49,4,3,11,3,4,2,1,2,1,19,1,1,4,8,1,85,0,0,0,0,2,1,1,.972,7
1017,2,1,1,1,1,2,3,3,2,3,3,2,3,3,1,3,2,1,1,2,2,2,2,2,3,1,1,3,3,3,3,3,1,1,1,1,2,3,2,2,3,3,2,3,3,3,1,2,2,2,3,2,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,5,5, , , ,2, ,4,1,5,0,27,2,1,12,4,1,2,1,2,3,11,1,1,1,2,2,21,0,0,0,0,2,1,1,1.0327,22
1018,2,2,2,1,1,3,3,3,3,3,3,2,3,3,3,3,2,1,1,3,2,2,1,1,2,1,1,1,1,1,3,3,3,1,2,2,3,2,1,3,2,3,2,3,1,2,3,2,3,3,2,1,3,3,2,3,1, ,3,2,1,1,2,2,1,2,1,1,1, ,1, , ,3,6,1,5,0,66,6,4,9,2,1,2,1,1,4,4,2,1,3,5,1,58,0,0,0,0,1,5,0,.8624,1004
1019,1,3,1,1,1,3,3,3,3,3,3,2,3,3,3,3,1,2,3,3,3,2,2,1,3,1,-1,3,3,3,3,2,3,3,2,2,-1,-1,-1,3,-1,2,2,3,3,3,1,1,1,1,1,3,3,3,3,3,3,3,1,3,1,1,2,1,1,1,1,7,2, , ,1, , ,2,1,5,0,83,7,4,10,3,1,1,1,2,1,11,1,1,2,3,1,31,0,0,0,0,2,5,1,.7282,16
1020,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,3,3,1,2,1,1,3,3,3,3,2,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1, ,3,2,1,1,2,1,2,1,1,6,2, , ,2, , ,4,1,5,0,22,1,1,12,4,1,2,1,4,1,17,5,1,3,7,1,72,0,0,0,0,4,1,1,1.1898,11
1021,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3,3,3,3,5, , , ,1,3,4,1,5,0,31,2,2,13,4,5,1,1,2,1,10,1,0,2,3,2,34,0,0,0,0,2,1,1,.5369,4
1022,2,3,3,2,3,3,3,3,3,3,3,2,3,3,1,3,1,1,1,3,2,2,3,3,3,1,3,3,2,3,2,2,2,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,1,2,1, ,2, , ,2,4,1,5,0,60,5,4,10,3,1,1,1,2,1,14,1,1,3,6,1,62,0,0,0,0,2,1,1,.8148,15
1023,1,2,1,1,1,3,3,1,2,3,3,2,3,3,3,3,2,1,1,2,1,2,2,1,2,1,1,3,1,3,3,2,1,1,2,2,2,2,2,2,3,3,3,2,1,3,1,2,3,3,2,1,2,3,2,1,1, ,3,3,1,1,2,1,1,2,1,3,3, , , ,1,3,3,1,5,0,74,6,4,9,2,1,2,1,2,1,19,6,1,2,3,1,31,0,0,0,0,2,5,1,.7147,12
1024,1,1,2,2,1,2,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,3,3,1,1,3,3,3,3,3,1,3,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,1, ,3,2,1,1,1,1,2,1,1,7,2, , ,1, , ,2,1,5,0,60,5,4,8,1,1,2,1,1,1,3,4,1,2,3,1,31,0,0,0,0,1,6,1,.6663,12
1025,1,2,3,1,1,1,3,3,3,1,2,2,3,1,1,3,1,2,3,2,2,3,3,3,3,3,3,2,2,2,1,2,2,2,1,3,3,2,2,3,3,3,2,2,3,1,3,2,3,2,2,1,2,3,-1,1,3, ,1,1,2,1,2,2,2,3,2,7,2, , ,1, , ,4,1,2,0,26,2,1,10,3,4,1,0,5,1,19,5,1,4,9,1,93,0,0,0,0,5,1,1,1.2334,3
1026,2,1,1,1,1,3,3,3,3,3,2,2,3,2,2,2,2,2,2,2,2,1,3,1,3,1,1,3,1,2,3,2,1,1,2,3,3,2,2,2,1,2,2,3,3,2,1,2,3,3,2,1,3,3,3,1,1, ,1,1,1,1,2,2,2,2,1,1,1, ,1, , ,2,4,1,5,0,52,4,3,9,2,1,1,1,1,3,4,5,1,3,6,2,62,0,0,0,0,1,6,0,.8112,25
1027,1,4,4,3,2,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,0,58,5,3,10,3,1,1,1,4,1,13,1,0,2,3,1,33,0,0,0,0,4,1,1,.9569,7
1028,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,1,3,1,3,3,3,3,3,3,2,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,-1,1,1,2,1,1,2,1,4,-1, , , ,-1, ,5,1,5,0,56,5,3,14,4,1,2,1,1,1,19,5,1,1,2,1,21,0,0,0,0,1,1,1,.7191,766
1029,2,4,3,3,3,1,1,3,3,1,1,2,1,1,2,2,1,3,3,3,3,3,2,3,3,1,1,2,1,2,1,2,2,1,2,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,2,1,1,1,1,2,1, ,2, , ,1,3,1,5,0,68,6,4,7,1,1,1,1,2,1,12,1,1,3,7,1,72,0,0,0,0,2,5,1,1.0329,10
1030,2,2,1,2,1,3,3,3,3,3,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,1,2,3,3,3,2,3,2,1,1,1,3,3,3,3,3,3,3,3,1,3,1,3,1,3,3,2,3,3,2,2,2,2,1,3,1,1,2,1,1,2,1,7,2, , ,1, , ,4,1,5,0,55,5,3,13,4,2,1,1,2,1,16,1,1,3,7,1,74,0,0,0,0,2,1,1,1.2313,9
1031,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,2,1,1,1,1,1,1,1,1,3,1,7,2, , ,1, , ,3,1,5,0,50,4,3,12,4,1,1,1,2,1,19,1,1,3,5,1,59,0,0,0,0,2,1,1,.7454,8
1032,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,1,1,2,1,2,1,1,1,2,2,1,1,1, ,1, , ,1,6,1,5,1,45,4,3,13,4,1,2,1,4,1,15,1,0,3,5,1,58,0,1,1,0,2,1,1,.7776,9
1033,2,3,2,2,2,3,3,3,3,3,1,2,3,2,3,3,2,3,3,3,3,1,3,1,1,1,1,3,2,3,1,2,2,1,2,2,3,3,3,3,3,2,2,3,1,3,1,2,3,3,2,2,3,3,2,1,2,1,2,1,1,2,2,2,2,2,1,5,3, , , ,2, ,2,1,5,0,60,5,4,12,4,1,2,1,3,1,16,1,1,1,1,1,16,0,0,0,0,3,1,1,.6113,5
1034,1,2,1,1,2,3,3,3,1,3,1,2,3,3,3,3,2,2,2,2,2,3,3,3,3,1,1,3,3,2,3,3,3,1,2,3,3,2,1,3,2,3,3,3,1,2,1,1,1,3,3,2,3,3,3,3,3,1,1,1,1,1,2,2,1,2,1,7,2, , ,1, , ,4,1,5,1,50,4,3,12,4,2,1,1,3,1,16,1,1,3,6,1,63,1,0,0,0,2,1,1,1.2313,21
1035,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,2,-1,2,1,1,1,2,2,1,1,1,2,1, ,2, , ,3,4,1,5,0,47,4,3,10,3,1,1,1,1,1,16,1,1,4,8,1,82,0,0,0,0,1,1,1,.7247,9
1036,2,2,2,2,2,3,3,3,3,3,1,2,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1, ,1, , ,1,4,1,5,1,29,2,1,11,3,1,1,1,4,1,12,1,1,3,5,1,52,0,2,0,0,2,1,1,1.235,7
1037,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,1,1,2,2,2,3,1,2,1,1,-1,1,3,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,3,2,2,2, ,3,3,1,2,1,2,1,2,1,4,5, , , ,-1, ,4,1,5,0,57,5,3,12,4,2,1,1,1,1,12,5,1,4,9,1,93,0,0,0,0,1,1,0,1.0073,7
1038,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,1,3,2,2,2,3,3,3,3,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,3,2,3,2, ,3,2,2,3,2,1,1,3,2,3,3, , , ,1,3,4,1,5,0,54,4,3,9,2,3,1,0,1,3,4,3,1,1,2,1,21,0,0,0,0,1,1,1,1.5317,6
1039,2,3,2,1,2,3,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,1,1,2,3,3,2,2,3,1,1,2,3,1,2,1,3,1,3,3,1,2,2,1,2,1, ,3,1,1,1,2,2,1,1,1,5,3, , , ,2, ,4,1,5,0,79,7,4,9,2,1,1,1,1,1,12,2,1,2,3,1,32,0,0,0,0,1,5,1,.781,11
1040,2,2,1,1,1,2,2,1,2,2,3,3,3,2,2,2,2,3,2,1,1,3,1,2,1,2,2,-1,3,1,1,1,3,2,1,4,3,3,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,2,1, ,1,1,1,1,3,2,1,2,1,5,3, , , ,2, ,2,1,5,0,28,2,1,10,3,2,2,1,5,1,5,4,1,2,3,2,31,0,0,0,0,5,7,0,2.1075,8
1041,2,2,1,2,2,3,3,3,3,3,3,2,1,2,2,3,2,2,2,2,2,1,1,1,1,1,1,3,2,3,2,2,1,1,2,2,2,3,3,3,2,3,2,3,1,3,2,2,3,2,1,1,2,3,3,2,1,3,2,2,1,1,1,1,-1,1,1,3,3, , , ,1,1,5,1,5,0,75,7,4,11,3,5,1,1,2,1,13,1,1,4,9,1,91,0,0,0,0,2,5,1,.3248,15
1042,2,2,2,2,2,1,3,3,2,3,2,2,3,2,1,3,2,1,1,1,2,1,3,3,2,1,1,2,2,2,1,3,1,-1,2,2,2,3,2,2,3,3,2,3,1,3,1,3,3,3,1,1,-1,2,1,1,2,3,3,3,1,1,2,2,2,1,1,3,3, , , ,1,3,5,1,5,0,66,6,4,10,3,1,2,1,2,1,15,1,1,3,5,1,58,0,0,0,0,2,1,1,.8872,14
1043,2,2,2,2,1,3,3,3,3,3,3,2,3,2,3,3,2,1,3,2,3,2,3,3,2,1,1,3,1,3,1,2,1,1,2,2,3,3,3,2,3,3,2,3,1,3,3,2,1,3,2,2,1,3,2,1,1,1,3,3,1,1,2,2,1,2,1,6,2, , ,2, , ,2,1,5,0,60,5,4,13,4,1,2,1,2,1,15,1,1,2,4,1,43,0,0,0,0,2,1,1,.6574,9
1044,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,3,-1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,1,2,1,2,-1,1,1,1, ,1, , ,3,5,1,5,0,54,4,3,9,2,1,2,1,2,1,13,1,0,2,3,1,31,0,0,0,0,2,7,1,.7299,11
1045,2,4,3,2,2,3,3,2,1,3,1,2,2,3,1,2,1,1,3,2,2,2,3,2,2,1,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,3,1,2,1,2,2,2,2,1,2,2,1,1,3, ,1,1,1,1,2,1,2,2,1,5,3, , , ,2, ,6,1,2,0,53,4,3,12,4,4,1,1,1,3,10,5,1,3,5,1,59,0,0,0,0,1,1,1,.8603,14
1046,1,3,2,2,2,1,1,2,3,3,1,2,2,3,1,2,2,2,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,1,4,2,3,3,3,3,1,2,1,2,2,2,1,2,1,1,2,2,3,3,3,2, ,2,3,1,1,1,2,1,2,1,3,3, , , ,1,2,2,1,5,0,23,1,1,9,2,3,2,1,1,3,2,5,1,2,3,2,31,0,0,0,0,1,1,1,2.4366,5
1047,2,3,3,2,2,1,3,3,3,1,1,2,1,2,2,1,1,3,1,3,3,3,3,3,3,1,3,3,1,3,2,2,1,2,1,2,2,3,3,3,1,2,3,2,1,2,1,2,1,3,2,2,1,3,2,2,1,2,3,1,1,1,1,2,1,1,1,2,1, ,2, , ,3,6,1,5,0,22,1,1,9,2,1,1,1,2,3,9,1,0,4,8,2,87,0,0,0,0,2,1,1,1.3728,11
1048,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,1,1,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2, ,3,2,2,2,1,2,2,1,1,3,5, , , ,1,1,7,1,5,0,57,5,3,9,2,1,1,1,1,3,4,6,1,1,1,2,14,0,0,0,0,1,6,1,.7424,7
1049,2,1,2,2,1,3,3,3,3,3,3,2,3,2,2,2,2,3,1,3,2,1,3,3,3,1,1,3,2,3,2,1,1,1,1,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,2,1, ,1,2,2,1,3,2,1,2,1,6,2, , ,2, , ,4,1,1,1,23,1,1,9,2,4,2,1,3,1,1,6,0,2,4,1,43,0,0,1,0,2,1,0,1.2845,124
1050,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,3,3,3,3,1,1,3,3,3,1,3,2,1,1,1,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,2,2,1,1,2,1,1,1,1,2,2,1,7,2, , ,1, , ,1,1,5,1,38,3,2,13,4,1,2,1,4,2,15,1,1,1,2,1,23,0,2,0,0,2,1,1,.9046,18
1051,1,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,1,1,1, ,1, , ,3,4,1,5,1,32,2,2,8,1,1,1,1,6,1,15,1,0,4,8,1,87,0,1,3,0,2,1,1,1.5822,4
1052,1,3,2,2,2,1,1,3,3,3,3,2,3,2,1,3,2,1,1,2,2,1,1,2,3,1,1,3,2,2,2,3,1,1,2,3,1,3,2,3,1,3,3,3,1,3,1,3,3,3,3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , ,3,6,1,5,1,51,4,3,10,3,1,2,1,4,1,14,1,1,2,3,1,34,0,0,1,0,3,7,1,.969,11
1053,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,1,1,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,1,2,2,2,-1,2,2,2,2,7,2, , ,1, , ,4,1,5,0,71,6,4,9,2,1,2,1,2,4,8,1,0,3,7,1,71,0,0,0,0,2,1,1,.7224,10
1054,2,2,2,2,2,3,1,2,1,3,1,2,3,2,3,2,2,3,2,2,2,2,1,1,3,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,1,1,3,3,1,2,1,2,1,3,3,1,1,1,1,1,1, ,3,2,1,1,1,1,1,1,1,4,5, , , ,-1, ,5,1,5,0,21,1,1,9,2,1,1,0,3,1,3,5,1,3,5,1,58,0,0,0,0,3,4,1,1.1567,9
1055,2,4,3,4,1,3,1,2,1,3,2,1,2,2,1,3,2,1,3,3,2,1,2,3,3,1,1,1,3,1,2,3,1,1,2,1,1,3,1,3,1,1,2,1,1,3,1,3,1,1,3,1,1,1,1,2,1, ,3,2,1,1,1,2,1,1,1,7,2, , ,1, , ,6,1,5,0,61,5,4,9,2,2,2,1,1,1,4,2,0,3,5,1,56,0,0,0,0,1,1,0,1.094,40
1056,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,3,3,2,3,2,3,1,1,2,3,2,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,1,1,2,1, ,2, , ,-1,4,1,5,0,79,7,4,9,2,1,1,1,2,1,12,1,1,3,5,1,52,0,0,0,0,2,5,1,.8539,25
1057,2,2,1,3,2,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,3,3,1,3,1,1,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,3,3,3,3,2,1, ,1,2,1,1,1,1,1,1,1,7,2, , ,1, , ,7,1,5,0,64,5,4,8,1,2,2,1,1,2,1,5,1,3,5,2,52,0,0,0,0,1,6,0,1.2173,11
1058,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,1,2,1,1,1,1,5,3, , , ,2, ,4,1,5,0,37,3,2,13,4,3,1,1,1,3,19,1,1,2,3,1,33,0,0,0,0,1,1,1,1.8867,3445
1059,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,3,2,3,2,1,1,3,3,3,3,3,3,2,1,1,3,2,2,2,3,2,2,3,3,2,1,2,2,3,2,2,3,3,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1, ,2, , ,3,4,1,5,1,27,2,1,11,3,1,2,1,3,1,13,1,1,3,5,1,54,0,1,0,0,2,1,1,1.48,27
1060,2,2,1,2,1,3,1,2,3,1,1,2,3,2,1,2,2,2,2,2,2,1,1,1,1,1,1,3,2,2,3,3,3,3,2,1,3,2,1,2,2,3,2,2,1,2,1,2,1,3,2,2,2,3,2,3,1,1,3,1,1,1,1,2,1,2,1,2,1, ,2, , ,3,5,1,5,0,60,5,4,9,2,1,1,1,2,1,14,1,1,3,5,1,59,0,0,0,0,2,1,1,.8726,2994
1062,2,2,2,2,2,2,3,3,3,3,3,2,3,3,1,2,2,3,1,1,2,1,1,1,1,1,1,3,3,3,1,3,1,2,2,2,3,3,2,2,3,3,3,3,1,2,3,2,3,3,3,1,3,3,1,2,1,3,3,3,1,1,2,2,2,2,1,6,2, , ,2, , ,3,1,5,0,58,5,3,12,4,1,1,1,2,1,13,1,1,2,3,1,35,0,0,0,0,2,1,1,.6672,12
1063,2,2,3,3,1,3,3,3,3,3,3,2,3,3,3,3,2,2,1,3,3,3,3,3,3,1,1,3,2,3,3,2,2,1,1,1,3,3,2,2,2,3,2,2,3,3,1,2,3,3,2,2,2,3,2,1,2,1,1,1,1,1,1,1,2,2,1,5,5, , , ,2, ,2,1,5,1,34,2,2,13,4,1,2,1,5,1,19,1,1,3,7,1,74,0,1,2,0,2,7,1,1.0476,11
1064,1,2,2,2,1,3,3,3,3,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,1,1,3,3,3,3,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,7,2, , ,1, , ,2,1,5,0,67,6,4,9,2,1,2,1,3,1,11,1,0,3,5,1,55,0,0,0,0,3,7,1,.7224,9
1065,2,3,2,2,1,1,3,2,1,3,3,2,3,3,3,3,2,2,3,1,1,1,3,3,2,3,1,3,2,2,3,3,2,3,2,3,2,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,3,2,3,3,3,2,1,1,2,1,1,1,1,1, ,1, , ,1,6,1,5,0,70,6,4,11,3,1,2,1,2,1,6,1,1,2,3,1,35,0,0,0,0,2,5,1,.7392,13
1066,2,3,2,3,2,3,3,1,2,3,1,3,3,2,3,3,2,1,1,2,2,1,1,1,2,3,1,3,3,3,3,2,1,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2, ,3,1,1,1,2,1,2,1,1,1,1, ,1, , ,3,6,1,5,0,62,5,4,9,2,1,2,1,1,1,8,2,0,2,3,1,32,0,0,0,0,1,1,1,.6284,20
1067,2,3,3,2,1,3,3,2,1,3,1,2,3,2,2,3,2,2,1,3,3,1,3,2,3,1,1,3,2,3,1,2,1,2,2,2,2,2,2,3,1,3,2,2,1,3,3,2,1,3,2,1,2,2,1,2,1, ,1,2,1,1,1,2,1,2,1,2,1, ,2, , ,3,6,1,5,0,54,4,3,10,3,1,2,1,2,1,13,6,1,3,7,1,74,0,0,0,0,2,1,1,1.0359,10
1068,2,4,1,1,1,3,3,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3,3,2,1,1,2,3,2,2,2,2,3,3,2,2,2,3,3,2,3,2,3,3,-1,2,3,3,2,1,1,2,1,2,1,1,3,3, , , ,1,3,4,1,5,0,75,7,4,9,2,1,2,1,2,1,7,1,1,3,5,1,59,0,0,0,0,2,7,1,.6907,21
1069,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,2,3,2,1,2,1,1,1,2,3,3,2,3,2,3,3,3,3,3,1,3,3,3,3,1,2,2,3,2,3,3,3,2,1,1,1,2,1,2,1,5,3, , , ,2, ,6,1,5,0,67,6,4,9,2,1,1,1,2,1,10,1,1,3,5,1,59,0,0,0,0,2,5,1,.8526,18
1071,2,1,1,4,1,3,3,3,3,3,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,-1,3,3,3,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3, ,3,2,1,1,1,1,1,1,1,3,5, , , ,1,2,6,1,5,0,31,2,2,9,2,1,1,0,4,3,1,5,1,4,9,1,93,0,0,0,0,4,4,1,.891,5
