CaseID,Q1,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q6A,Q6B,Q7A,Q7B,Q7C,Q7D,Q7E,Q7F,Q7G,Q8,Q9A,Q9B,Q9C,Q9D,Q10A,Q10B,Q10C,Q10D,Q12,Q13,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q22a,Q22b,Q22c,Q22d,Q22e,Q22f,Q23,Q24,Q24A,Q25a,Q25b,Q25c,Q25d,Q25e,Q25f,Q25g,XPARTY7,PARTY_1,PARTY_1_Other,PARTY_2,PARTY_3,PARTY_4,TEAPARTY3,XIDEO,xspanish,xprimelan,PARENT,PPAGE,ppagecat,ppagect4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,ppreg9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,weight,duration
571,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,1,3,2,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,2,-1,3,1,1,2,2,1,1,1,1,1,1,6,2, , ,2, , ,3,1,5,1,42,3,2,8,1,1,1,1,3,1,16,1,1,2,3,1,34,0,1,0,0,2,1,0,1.4066,5
573,2,2,2,2,2,3,3,2,1,3,3,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,1,3,3,3,3,3,2,2,3,3,1,3,3,1,2,1,1,3,3,2,1,3,3,1,1,1,1,3,3, ,1,3,1,1,1,1,1,3,1,1,1, ,1, , ,3,7,1,5,0,71,6,4,9,2,1,2,1,1,2,1,3,1,3,7,1,74,0,0,0,0,1,2,0,.8624,31
574,2,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,2,2,2,3,1,1,2,2,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,1,3,3,2,1,1,1,3,3,1,1,1,2,1,1,1,6,2, , ,2, , ,3,1,5,0,47,4,3,9,2,1,1,0,2,1,13,1,0,3,6,1,61,0,0,0,0,2,1,0,.8008,10
575,1,3,2,2,3,3,3,3,3,2,2,2,2,2,2,3,2,1,1,3,3,3,3,3,3,1,3,3,2,2,3,2,2,2,2,1,2,3,3,2,1,1,2,2,1,3,1,2,1,2,3,3,1,3,2,2,2,1,3,1,1,1,2,2,1,1,1,6,2, , ,2, , ,3,1,5,0,62,5,4,11,3,1,1,1,5,1,16,1,1,1,1,1,14,0,0,0,1,4,3,1,.7534,35
577,2,3,3,3,2,3,1,2,1,3,1,2,1,2,3,3,1,3,3,2,2,3,3,3,3,1,1,3,2,2,2,2,1,1,2,3,3,3,3,3,1,1,2,3,1,3,1,3,1,3,1,1,2,1,2,2,1,3,3,1,1,1,1,1,1,1,1,3,3, , , ,1,1,6,1,5,0,70,6,4,9,2,1,2,1,3,1,11,1,1,3,5,1,58,0,0,0,0,3,5,1,.7738,8
578,1,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,1,3,2,3,1,3,3,1,3,3,3,2,3,3,2,1,2,1,2,3,3,2,3,2,3,2,3,1,2,3,3,3,2,3,2,2,3,3,3,1,1,3,2,1,1,1,1,1,1,1,7,2, , ,1, , ,4,1,5,0,44,3,2,10,3,1,2,1,2,3,13,1,1,3,5,2,59,0,0,0,0,2,6,1,1.3031,4
579,2,4,4,3,2,3,1,3,3,3,3,2,3,2,2,3,1,3,3,3,3,3,2,3,2,2,3,3,3,3,3,1,3,3,2,4,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,2,3,3,3,3, ,3,2,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,5,0,71,6,4,10,3,1,1,1,1,2,7,3,1,3,7,1,72,0,0,0,0,1,5,1,.6974,15
580,2,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,3,3,3,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1, ,1,1,2,2,1,2,1,2,1,5,5, , , ,2, ,5,1,5,0,49,4,3,9,2,1,2,1,2,1,3,3,0,2,4,2,46,0,0,0,0,2,1,1,.6599,7
581,2,4,3,4,3,1,3,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,-1,2,3,2,2,1,2,2,1,2,1,1,1,1,3,3,2,3,1,2,1,1,1,1,1,2,1,1,3,2,2,1,1,2,1,1,1,1,1,2,3,3,3, , , ,1,1,5,1,5,0,28,2,1,3,1,3,1,1,1,3,11,1,1,3,6,2,61,0,0,0,0,1,2,1,3.2957,144
582,2,4,4,4,4,3,3,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,4,2,3,3,2,3,3,3,3,3,3,-1,3,3,3,2,2,3,3,3,3,2, ,1,1,1,1,1,2,1,1,1,4,5, , , ,-1, ,4,1,5,0,26,2,1,9,2,1,1,0,6,1,8,5,1,3,5,1,58,0,1,0,0,5,1,1,1.3205,17
583,1,2,2,2,1,3,3,3,3,3,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,2,2,2,2,1,1,2,2,2,3,3,3,2,2,1,2,3,2,2,3,3,2,3,3,2,3,2,1,1,3,1,1,1,1,1,1,1,3,5, , , ,1,3,3,1,1,0,33,2,2,10,3,4,2,1,5,1,13,1,1,4,9,2,93,0,0,0,1,4,4,1,1.2136,7
584,2,4,4,3,4,3,3,3,3,2,3,3,2,2,3,2,1,1,1,1,1,3,2,1,2,3,2,3,3,3,3,3,3,3,1,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,1,3,2,1,1,3,2,2,3,1,3,4, , , ,1,1,7,1,5,0,59,5,3,11,3,1,2,1,2,1,17,1,1,1,2,1,21,0,0,0,0,2,4,1,.9011,7
585,1,2,2,2,2,3,3,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3, ,1,2,1,1,1,1,1,1,1,1,1, ,1, , ,3,4,1,5,0,35,3,2,9,2,1,1,0,3,1,10,5,0,3,6,1,62,0,0,0,0,3,2,1,1.0614,6
586,1,2,2,2,1,3,3,3,3,3,3,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,1,2,1,3,3,2,2,3,3,2,2,3,3,3,2,3,3,2,2,3,3,3,2,1, ,2,1,2,2,1,2,1,3,1,5,3, , , ,2, ,2,1,5,0,71,6,4,13,4,1,2,1,1,2,8,3,1,2,4,1,41,0,0,0,0,1,5,1,.6608,6
587,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,1,1,1,3,3,3,3,2,3,3,1,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,1,1,2,3,2,2,3,3,3, , , ,1,1,5,1,5,0,78,7,4,13,4,1,1,1,2,1,15,1,0,3,5,1,59,0,0,0,0,2,5,1,.5987,11
588,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,2,1,1,3,2,3,1,2,2,1,1,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,1,2,2,1,1,1,1,2,2,1,5,3, , , ,2, ,4,1,5,0,70,6,4,13,4,1,2,0,2,1,12,1,0,2,4,3,47,0,0,0,0,2,2,1,.5707,12
589,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,1,1,2,1,1,1,1,1,2,1,3,4, , , ,1,3,7,1,5,0,58,5,3,13,4,1,1,1,2,1,19,1,1,3,5,1,52,0,0,0,0,2,1,0,.7531,7
590,2,3,4,4,3,3,3,3,3,3,1,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,7,2, , ,1, , ,1,1,1,1,39,3,2,8,1,4,1,0,5,2,17,1,1,2,3,1,33,1,1,1,0,2,1,1,1.2364,15
591,2,2,2,2,2,3,3,3,3,3,2,2,3,2,3,2,2,1,3,2,3,3,3,3,3,1,3,3,2,3,3,3,2,3,2,2,3,2,2,2,3,2,2,3,1,2,1,2,3,3,3,2,3,3,3,2,2,3,3,2,1,1,2,2,1,1,1,3,3, , , ,1,1,4,1,5,0,67,6,4,9,2,1,2,1,2,1,14,1,1,3,5,1,59,0,0,0,0,2,1,1,.7697,9
592,2,2,2,2,2,1,2,3,3,3,3,2,3,3,3,3,2,3,1,3,3,3,3,3,3,1,1,3,2,2,2,1,2,1,1,2,1,3,2,2,2,2,2,3,3,2,1,2,1,1,2,2,2,3,2,3,2, ,3,3,1,2,2,2,2,3,1,6,2, , ,2, , ,4,1,5,0,67,6,4,10,3,1,2,1,1,3,10,5,1,2,3,2,31,0,0,0,0,1,1,0,1.034,10
593,2,2,1,2,1,3,3,3,3,3,3,2,3,2,3,2,2,1,1,2,2,1,3,1,2,1,1,3,1,3,1,2,1,1,1,2,2,3,2,3,3,3,2,-1,3,2,3,2,3,3,3,2,1,3,2,2,1, ,1,1,1,1,1,1,2,2,1,7,2, , ,1, , ,2,1,5,0,60,5,4,10,3,5,1,1,2,1,14,3,1,2,3,1,31,0,0,0,0,2,6,1,.367,13
594,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,5,5, , , ,2, ,4,1,5,0,34,2,2,12,4,1,1,1,1,1,14,1,1,3,6,1,61,0,0,0,0,1,7,0,1.0102,3
595,1,3,2,3,3,3,3,1,3,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,1,1,1,3,3,2,2,2,2,1,1,2,3,3,3,3,3,2,3,1,3,3,2,3,2,2,2,3,3,3,2,2,1,1,2,1,1,1,1,1,1,1,3,3, , , ,1,3,2,2,3,0,27,2,1,12,4,4,2,1,3,4,13,1,1,3,7,1,74,0,0,0,0,3,2,1,2.0858,10
596,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,3,3,1,1,3,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,2,3,3,1,2,1,1,1,1,1,1,1,7,2, , ,1, , ,4,1,5,0,76,7,4,8,1,2,1,1,2,1,16,1,1,3,5,1,59,0,0,0,0,2,5,1,1.7436,12
597,2,1,1,1,2,3,3,3,3,3,1,2,3,3,1,3,2,2,1,2,2,1,3,3,1,1,1,3,1,2,1,2,1,1,2,1,2,2,2,2,1,3,2,2,3,2,1,2,1,1,2,1,1,2,2,2,1,3,1,3,1,1,2,2,2,2,1,7,2, , ,1, , ,3,1,5,0,74,6,4,13,4,1,1,1,2,1,15,1,1,2,4,1,42,0,0,0,0,2,5,1,.6342,10
598,1,4,3,3,3,2,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,3,5, , , ,1,3,4,1,5,0,59,5,3,9,2,1,1,0,1,1,16,1,1,2,4,1,46,0,0,0,0,1,1,0,.8669,6
599,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,1,1,3,1,3,3,3,3,3,2,2,3,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,3,1,3,1,1,1,2,2,2,2,1,5,5, , , ,2, ,4,1,5,1,48,4,3,10,3,2,1,1,5,3,12,1,1,1,2,2,22,0,1,2,0,2,1,1,1.3094,14
600,2,3,3,2,1,1,1,3,3,3,3,3,3,2,3,3,2,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,1,1,2,2,1, ,2, , ,3,4,1,5,0,48,4,3,9,2,1,1,1,2,1,11,1,1,3,6,1,62,0,0,0,0,2,2,1,.9165,4435
601,1,3,2,1,1,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,3,3,3,2,1,3,2,2,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,1,1,2,1,1,2,2,2,1, ,2, , ,3,4,1,5,0,66,6,4,14,4,1,1,1,2,1,16,1,1,1,2,1,21,0,0,0,0,2,5,1,.6411,8
602,1,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,3,1,1,2,2,3,2,2,1,3,1,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,2,1, ,1,2,1,1,1,1,1,1,1,6,2, , ,2, , ,4,1,2,1,45,4,3,9,2,4,2,1,2,1,2,4,1,1,1,3,16,0,0,1,0,1,7,1,1.0182,18
603,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,3,3,3,2,3,3,3,3,2,2,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3, ,3,2,1,2,3,2,2,1,3,4,5, , , ,-1, ,9,1,5,-1,18,1,1,8,1,1,1,0,8,1,8,5,0,3,6,1,61,0,3,0,1,4,7,1,1.3792,9
604,2,3,3,3,2,1,3,2,3,3,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,1,3,3,3,3,3,3,2,1,2,3,2,2,2,3,3,3,2,2,1,3,1,3,3,1,2,1,3,2,3,2,2,1,2,1,2,1,2,2,1,3,1,1,1, ,1, , ,3,4,1,5,0,46,4,3,10,3,1,1,1,2,1,16,1,1,1,2,1,21,0,0,0,0,2,3,1,.81,5
605,2,2,2,2,2,1,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3, ,2,3,1,1,1,1,1,1,1,3,3, , , ,1,1,7,1,5,0,53,4,3,10,3,1,1,1,2,1,16,4,1,3,5,1,55,0,0,0,0,2,1,1,.8759,5
606,2,2,3,1,1,3,3,3,3,3,1,3,3,2,3,3,2,1,1,3,1,1,1,-1,1,1,1,3,1,3,3,2,1,3,2,3,3,3,3,3,3,2,3,1,3,3,3,2,3,3,3,1,2,3,2,2,1,3,1,2,1,1,1,1,1,1,1,1,1, ,1, , ,3,3,1,5,1,46,4,3,11,3,1,1,1,4,1,14,1,1,1,2,2,23,0,0,2,0,2,1,1,.81,9
607,2,1,2,2,1,3,3,3,3,-1,3,2,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,2,2,2,-1,2,2,2,2,1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3, ,1,1,1,1,2,2,1,2,1,5,3, , , ,2, ,2,1,5,0,62,5,4,10,3,1,2,1,1,1,5,3,1,3,5,1,57,0,0,0,0,1,1,1,.7961,7
608,2,3,3,3,3,1,1,3,3,3,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,3,3,3,2,4,1,3,3,3,1,1,3,1,1,3,1,3,1,1,3,3,3,2,2,3,3, ,1,1,1,1,2,1,1,1,2,4,-1, , , ,-1, ,4,1,5,-1,61,5,4,9,2,1,2,1,1,1,10,5,0,1,2,1,21,0,0,0,0,1,5,1,.7995,20
609,1,2,3,3,2,3,3,3,3,3,3,2,3,3,3,-1,2,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,2,1,2,2,2,2,2,1,6,2, , ,2, , ,4,1,5,0,58,5,3,9,2,1,1,1,3,1,11,1,1,1,2,1,23,0,0,0,0,3,1,1,.8475,7
611,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,2,1,1,2,2,1,3,2,2,3,1,1,2,2,2,3,1,1,1,1,2,3,3,2,2,2,3,3,1,3,1,3,2,2,2,1,3,3,2,1,1,3,2,1,1,1,2,2,2,2,1,1,1, ,1, , ,1,7,1,5,0,79,7,4,11,3,1,1,1,2,3,8,1,0,1,2,2,21,0,0,0,0,2,5,1,.7745,14
612,2,3,2,1,2,3,1,3,3,3,3,3,2,3,1,3,1,1,1,1,2,1,1,2,2,1,1,3,1,2,1,2,3,1,1,3,3,3,1,3,1,3,2,3,1,3,1,3,1,2,3,1,2,3,2,1,3,3,1,3,1,1,1,1,1,2,1,1,1, ,1, , ,2,6,1,5,0,71,6,4,10,3,1,1,1,2,1,13,1,0,3,5,1,56,0,0,0,0,2,5,1,.6885,20
613,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,3,3,3,3,1,2,3,3,3,3,3,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1, ,1, , ,3,5,1,5,1,31,2,2,10,3,1,2,1,5,1,12,1,1,2,3,1,32,1,1,1,0,2,7,1,1.2099,18
614,2,1,2,4,2,2,2,3,3,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,2,1,2,1,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,3,2,2,2,1,1,3,1,1,2,1,1,1,1,2,1, ,2, , ,3,5,1,5,0,63,5,4,9,2,1,2,1,2,1,9,1,0,1,1,1,11,0,0,0,0,2,5,1,.7995,7
615,2,2,1,1,1,3,3,3,3,3,1,2,3,2,1,2,2,3,1,2,2,3,3,3,3,1,1,3,3,3,3,2,1,2,2,3,1,2,2,3,1,3,3,3,1,2,1,2,1,1,3,2,3,3,3,2,2, ,2,2,1,1,1,2,1,2,1,6,2, , ,2, , ,4,1,5,0,62,5,4,11,3,2,2,1,1,2,14,2,1,3,5,1,52,0,0,0,0,1,2,1,1.2054,11
616,2,3,1,2,1,3,1,3,3,3,1,2,3,2,3,1,2,1,1,2,2,1,3,3,2,1,1,3,1,1,3,2,2,1,1,2,2,3,3,2,3,3,2,3,1,3,1,3,1,1,3,1,1,2,2,3,1,3,3,3,2,1,2,1,2,3,1,5,3, , , ,2, ,3,1,5,0,49,4,3,10,3,1,2,0,3,3,8,1,1,3,5,2,59,0,0,0,0,3,6,0,1.31,18
617,2,2,4,4,3,3,3,2,1,3,2,2,3,2,3,2,1,1,3,1,3,3,3,1,3,3,1,3,2,3,2,3,3,3,1,3,2,2,3,3,3,3,3,3,3,2,1,3,1,3,2,2,2,2,3,2,3,3,1,1,1,2,2,2,1,1,1,2,1, ,2, , ,3,4,1,5,1,42,3,2,9,2,1,1,1,8,1,15,1,1,3,5,2,58,0,1,1,0,6,1,1,1.2582,9
618,2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,1,1,1,2,1,3,3,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,2,1,2,2,2,1,1,-1,1,1,1,1,1,6,2, , ,2, , ,2,1,5,0,63,5,4,12,4,1,2,1,2,1,13,1,1,3,5,1,59,0,0,0,0,2,2,1,.7028,13
619,-1,2,2,2,-1,3,3,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1, ,-1, , ,3,9,1,5,-1,56,5,3,9,2,1,2,1,1,1,13,1,0,3,5,1,56,0,0,0,0,1,1,1,.8391,6
620,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,1,1,2,1,1,2,1,3,3, , , ,1,3,5,1,5,0,56,5,3,10,3,1,1,1,3,1,16,1,1,3,5,1,54,0,0,1,0,2,1,1,.8759,6
621,2,2,3,4,4,3,3,3,3,3,1,2,3,1,3,3,2,3,3,3,3,2,3,3,3,1,3,2,1,2,2,2,1,2,2,2,2,3,2,3,1,3,2,3,1,3,1,2,1,3,2,2,2,2,2,1,1,1,3,2,1,1,1,2,2,2,1,2,1, ,2, , ,1,6,1,5,0,57,5,3,10,3,1,2,1,2,1,13,1,1,2,3,1,31,0,0,0,0,2,1,1,.9619,6
622,2,4,1,3,3,3,3,3,3,3,1,2,3,2,3,-1,2,1,1,3,3,2,2,3,1,1,1,3,2,3,3,1,1,2,2,2,3,3,2,3,3,3,2,3,1,3,1,3,3,3,3,3,2,3,2,1,1, ,1,3,2,1,3,2,1,1,2,7,2, , ,1, , ,5,1,5,0,55,5,3,13,4,2,1,1,2,3,14,3,1,1,2,1,21,0,0,0,0,2,1,1,1.1386,9
623,2,4,4,4,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,3,3,3,3,3,3,1,1,3,1,3,3,2,3,2,2,3,3,3,3,3,3,1,2,2,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,1,1,1,2,1,2,1,1,1,1, ,1, , ,3,6,1,5,0,59,5,3,13,4,1,1,1,4,1,19,1,1,1,1,1,12,0,0,0,0,4,1,1,.6892,27
624,2,2,1,1,2,2,2,3,3,3,2,3,2,2,1,3,2,1,2,2,2,1,2,1,2,1,1,3,3,3,2,2,1,1,2,2,3,3,2,3,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,3,2,4,4, , , ,-1, ,1,1,5,0,37,3,2,13,4,3,2,1,2,3,16,1,1,3,5,2,54,0,0,0,0,2,2,1,2.3684,7
625,2,1,2,2,1,2,3,2,3,3,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,3,2,3,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,1,1, ,1,1,1,1,2,1,1,2,1,5,3, , , ,2, ,3,1,5,0,66,6,4,12,4,1,2,1,2,1,16,5,1,1,2,1,21,0,0,0,0,2,5,1,.6113,13
626,2,4,3,4,1,3,3,3,3,3,1,3,1,2,2,2,1,3,1,1,3,3,3,3,1,2,2,3,2,3,2,3,3,2,2,3,3,2,1,3,1,2,3,3,1,2,1,2,3,3,1,3,2,3,2,2,2,3,1,1,1,1,2,1,2,2,1,1,1, ,1, , ,1,7,1,5,0,86,7,4,10,3,1,1,1,2,1,10,1,0,3,5,1,58,0,0,0,0,2,5,1,.6874,16
627,2,4,3,3,3,3,3,3,3,3,1,2,1,2,1,2,1,3,1,2,2,2,1,1,2,3,3,3,2,2,3,3,3,2,1,2,3,2,2,3,3,3,2,3,1,3,3,2,3,3,3,3,2,2,2,1,3,2,3,1,1,1,2,2,1,2,1,1,1, ,1, , ,3,6,1,5,0,56,5,3,10,3,1,1,1,4,1,16,1,1,3,5,1,59,0,0,1,0,3,1,1,.8759,9
628,2,3,2,2,2,3,1,3,3,3,3,2,3,3,1,2,2,3,1,1,3,1,1,1,1,3,3,2,3,1,2,2,3,1,2,3,3,2,2,3,3,3,3,3,1,2,1,3,1,3,3,2,1,1,1,2,2, ,3,3,1,1,2,2,2,2,2,5,3, , , ,2, ,4,1,5,0,63,5,4,10,3,1,1,1,1,1,4,5,1,2,3,1,31,0,0,0,0,1,2,0,.6445,76
630,2,3,3,3,3,3,3,3,3,3,1,2,3,3,1,3,2,3,3,3,3,3,3,3,2,1,1,3,2,3,2,2,2,3,1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,1,1,1,1,1,2,2,2,1,5,3, , , ,2, ,3,1,5,1,33,2,2,10,3,3,1,1,3,3,10,1,1,1,2,2,21,1,0,0,0,2,1,1,2.1901,7
631,2,3,3,3,1,3,3,3,3,3,1,2,3,2,1,3,1,3,3,3,3,1,3,3,3,1,1,3,3,2,1,3,3,1,1,2,3,3,3,3,1,3,2,3,1,3,3,3,3,2,3,1,3,3,2,1,3,3,2,2,1,1,1,2,2,2,1,2,1, ,2, , ,3,6,1,5,0,55,5,3,12,4,1,1,1,2,1,13,1,1,1,2,1,23,0,0,0,0,2,5,1,.6745,8
632,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,5,3, , , ,2, ,2,1,5,1,30,2,2,9,2,1,2,0,3,2,11,1,1,1,2,1,23,0,0,1,0,2,1,1,.9886,8
633,1,2,2,2,2,3,3,3,3,3,3,2,1,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,1,2,3,2,1,1,2,2,3,3,3,3,3,3,2,3,1,3,1,3,3,3,3,1,1,2,2,2,1,1,3,3,1,1,2,2,2,1,1,3,5, , , ,1,3,4,1,5,1,48,4,3,12,4,1,2,1,4,1,19,1,1,1,1,1,14,0,0,0,2,2,7,1,.7191,8
634,2,2,2,2,1,2,2,3,3,3,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,3,2,3,3,3,3,2,2,1,1,2,2,2,3,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,3,3,1,3,2,1,1,2,1,7,2, , ,1, , ,3,1,5,0,54,4,3,12,4,1,2,1,3,1,14,1,0,3,5,1,56,0,0,0,0,3,1,1,.7776,5
635,2,3,4,4,3,1,3,3,3,3,1,2,1,1,3,2,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,1,2,2,2,1,3,2,3,2,3,1,2,1,3,1,3,2,2,3,2,3,3,3, ,2,1,1,1,1,1,1,1,1,5,5, , , ,2, ,4,1,5,0,50,4,3,10,3,1,1,1,5,1,12,5,1,1,2,1,23,0,0,1,1,3,1,1,.7926,9
636,2,2,4,3,2,3,3,3,3,3,3,2,3,2,3,3,1,2,2,3,3,2,2,3,1,1,1,3,3,3,-1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,1, ,1, , ,1,6,1,5,1,29,2,1,10,3,1,2,1,3,2,12,1,1,3,6,1,63,0,1,0,0,2,1,1,1.48,34
637,2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,2,1,1,2,2,3,3,3,3,1,1,3,3,3,3,3,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1, ,1,1,1,1,1,1,1,1,1,5,3, , , ,2, ,2,1,5,1,41,3,2,13,4,1,2,1,3,3,16,4,1,3,5,2,59,0,0,1,0,2,1,1,1.0476,4
